datetime,payload_callsign,lat,lon,alt,ascent_rate,batt,ext_humidity,ext_pressure,ext_temperature,frame,sats,speed,temp,upload_time,uploader_alt,uploader_callsign,software_name,software_version,frequency,modulation,baud_rate,snr,rssi,uploader_position,uploader_antenna,uploader_radio,time_received,raw
2025-06-21T19:10:46.000000Z,APEX-2-T,42.028114318847656,-71.18761444091797,7157,0.0,1.3137254901960784,6,417.9,7.1,1427,17,92,7,2025-06-21T19:10:52.948378,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625845,Horus Binary v2,,-9.08,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:10:51.167636Z,5B039305130A2ECA1C28420F608EC2F51B5C1107430000470006531000009188
2025-06-21T19:11:11.000000Z,APEX-2-T,42.02342224121094,-71.18416595458984,6939,0.0,1.3137254901960784,6,430.2,7.2,1432,17,92,7,2025-06-21T19:11:17.457797,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625842,Horus Binary v2,,-2.54,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:11:16.258819Z,5B039805130B0BFC1728424B5E8EC21B1B5C1107430000480006CE100000EA11
2025-06-21T19:11:16.000000Z,APEX-2-T,42.0225715637207,-71.18342590332031,6894,0.0,1.3137254901960784,6,432.9,7.3,1433,17,73,7,2025-06-21T19:11:21.597698,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625841,Horus Binary v2,,-5.79,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:11:21.286805Z,5B039905130B101D172842EA5D8EC2EE1A491107430000490006E91000007394
2025-06-21T19:11:26.000000Z,APEX-2-T,42.020751953125,-71.18196105957031,6806,0.0,1.3137254901960784,6,437.9,7.3,1435,17,83,7,2025-06-21T19:11:31.860915,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625836,Horus Binary v2,,-3.15,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:11:31.274692Z,5B039B05130B1A401528422A5D8EC2961A5311074300004900061B1100001597
2025-06-21T19:11:31.000000Z,APEX-2-T,42.01992416381836,-71.18126678466797,6764,0.0,1.3333333333333333,6,440.4,7.4,1436,17,77,7,2025-06-21T19:11:37.995930,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625838,Horus Binary v2,,-4.75,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:11:36.309002Z,5B039C05130B1F67142842CF5C8EC26C1A4D11074400004A000634110000A082
2025-06-21T19:11:21.000000Z,APEX-2-T,42.02162170410156,-71.18276977539062,6850,0.0,1.3137254901960784,6,435.4,7.3,1434,17,91,7,2025-06-21T19:11:27.697679,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625836,Horus Binary v2,,-7.1,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:11:26.321677Z,5B039A05130B1524162842945D8EC2C21A5B1107430000490006021100004BA7
2025-06-21T19:11:01.000000Z,APEX-2-T,42.02526092529297,-71.18557739257812,7026,0.0,1.3137254901960784,6,425.4,7.2,1430,17,90,7,2025-06-21T19:11:07.354733,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625842,Horus Binary v2,,1.3,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:11:06.269569Z,5B039605130B01DE192842045F8EC2721B5A11074300004800069E10000014EF
2025-06-21T19:12:01.000000Z,APEX-2-T,42.01508712768555,-71.17662048339844,6505,0.0,1.3333333333333333,7,456.3,7.7,1442,17,74,7,2025-06-21T19:12:08.391398,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625829,Horus Binary v2,,-7.46,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:12:06.428038Z,5B03A205130C01730F28426E5A8EC269194A11074400004D0007D31100005B9D
2025-06-21T19:11:56.000000Z,APEX-2-T,42.015838623046875,-71.17735290527344,6547,0.0,1.3333333333333333,6,453.7,7.6,1441,17,76,7,2025-06-21T19:12:02.248034,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625835,Horus Binary v2,,-6.72,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:12:01.396423Z,5B03A105130B3838102842CE5A8EC293194C11074400004C0006B91100007F7A
2025-06-21T19:12:06.000000Z,APEX-2-T,42.01435852050781,-71.17581939697266,6462,0.0,1.3137254901960784,7,459.0,7.7,1443,17,70,7,2025-06-21T19:12:12.516962,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.625825,Horus Binary v2,,-5.87,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.625 MHz),2025-06-21T19:12:11.381782Z,5B03A305130C06B40E2842055A8EC23E194611074300004D0007EE110000C170
